"Selected Filters: All States | All Programs"
""
"Total Funding: $9,835,080,336"
"Number of Grants: 12,702"

"Grantee Name","Grant Number","Program Name","City","State","ZIP Code","County","Congressional District","Award Fiscal Year","Award Funding"
"Lower Lights Christian Health Center Inc","H8FCS41297","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Columbus","OH","43222-1352","Franklin","OH-03","2021","$3,275,375"
"LOWER LIGHTS CHRISTIAN HEALTH Center Inc","H8GCS47818","FY 2023 Expanding COVID-19 Vaccination (H8G)","COLUMBUS","OH","43222-1352","Franklin","OH03","2023","$162,382"
"LOWER LIGHTS CHRISTIAN HEALTH Center Inc","H8FCS41297","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Columbus","OH","43222-1352","Franklin","OH03","2022","$65,500"
"Lutheran Social Services Of Central Ohio","H8LCS51933","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Worthington","OH","43085-2283","Franklin","OH-03","2023","$19,368"
"Lutheran Social Services Of Central Ohio","C8ECS44687","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Worthington","OH","43085-2283","Franklin","OH-12","2021","$523,980"
"Lutheran Social Services Of Central Ohio","H8CCS34881","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Worthington","OH","43085-2283","Franklin","OH-12","2020","$54,212"
"Lutheran Social Services Of Central Ohio","H8GCS48653","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Worthington","OH","43085-2283","Franklin","OH-03","2023","$27,500"
"Lutheran Social Services Of Central Ohio","H8GCS48653","FY 2023 Expanding COVID-19 Vaccination (H8G)","Worthington","OH","43085-2283","Franklin","OH12","2023","$59,089"
"Lutheran Social Services Of Central Ohio","H8DCS36659","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Worthington","OH","43085-2283","Franklin","OH-12","2020","$566,030"
"Lutheran Social Services Of Central Ohio","H8ECS37785","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Worthington","OH","43085-2283","Franklin","OH-12","2020","$131,029"
"Lutheran Social Services Of Central Ohio","H8FCS41282","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Worthington","OH","43085-2283","Franklin","OH-12","2021","$1,018,500"
"Lutheran Social Services Of Central Ohio","H8FCS41282","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Worthington","OH","43085-2283","Franklin","OH12","2022","$65,500"
"Lynn Community Health, Inc.","C8ECS44080","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Lynn","MA","01901-1314","Essex","MA-06","2021","$887,813"
"Lynn Community Health, Inc.","H8FCS40825","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Lynn","MA","01901-1314","Essex","MA-06","2021","$6,858,125"
"Lynn Community Health, Inc.","H8GCS47843","FY 2023 Expanding COVID-19 Vaccination (H8G)","Lynn","MA","01901-1314","Essex","MA06","2023","$407,713"
"Lynn Community Health, Inc.","H8CCS34401","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Lynn","MA","01901-1314","Essex","MA-06","2020","$85,082"
"Lynn Community Health, Inc.","H8FCS40825","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Lynn","MA","01901-1314","Essex","MA06","2022","$65,500"
"Lynn Community Health, Inc.","H8DCS35471","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Lynn","MA","01901-1314","Essex","MA-06","2020","$1,288,115"
"Lynn Community Health, Inc.","H8GCS47843","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Lynn","MA","01901-1314","Essex","MA-06","2023","$27,500"
"Lynn Community Health, Inc.","H8ECS38343","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Lynn","MA","01901-1314","Essex","MA-06","2020","$715,054"
"Lynn Community Health, Inc.","H8LCS51694","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Lynn","MA","01901-1314","Essex","MA-06","2023","$56,541"
"M.G.H. Family Health Center","C8ECS44277","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Muskegon","MI","49444-1207","Muskegon","MI-02","2021","$688,881"
"M.G.H. Family Health Center","H8CCS35031","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Muskegon","MI","49444-1207","Muskegon","MI-02","2020","$11,030"
"M.G.H. Family Health Center","H8DCS36295","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Muskegon","MI","49444-1207","Muskegon","MI-02","2020","$141,843"
"M.G.H. Family Health Center","H8ECS38538","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Muskegon","MI","49444-1207","Muskegon","MI-02","2020","$355,894"
"M.G.H. Family Health Center","H8FCS40299","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Muskegon","MI","49444-1207","Muskegon","MI-02","2021","$2,963,125"
"M.G.H. FAMILY HEALTH CENTER","H8FCS40299","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Muskegon","MI","49444-1207","Muskegon","MI02","2022","$65,500"
"M.G.H. FAMILY HEALTH CENTER","H8GCS48771","FY 2023 Expanding COVID-19 Vaccination (H8G)","MUSKEGON","MI","49444-1207","Muskegon","MI02","2023","$168,538"
"Macoupin, County Of","H8GCS48613","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Carlinville","IL","62626-1075","Macoupin","IL-13","2023","$27,500"
"Macoupin, County Of","H8DCS36161","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Carlinville","IL","62626-1075","Macoupin","IL-13","2020","$652,715"
"Macoupin, County Of","H8ECS38508","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Carlinville","IL","62626-1075","Macoupin","IL-13","2020","$214,909"
"Macoupin, County Of","H8LCS51992","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Carlinville","IL","62626-1075","Macoupin","IL-13","2023","$21,455"
"Macoupin, County Of","H8CCS34414","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Carlinville","IL","62626-1075","Macoupin","IL-13","2020","$57,381"
"Macoupin, County Of","H8FCS41702","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Carlinville","IL","62626-1075","Macoupin","IL-13","2021","$1,978,000"
"Macoupin, County Of","C8ECS44376","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Carlinville","IL","62626-1075","Macoupin","IL-13","2021","$585,000"
"MACOUPIN, COUNTY OF","H8FCS41702","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Carlinville","IL","62626-1075","Macoupin","IL13","2022","$65,500"
"MACOUPIN, COUNTY OF","H8GCS48613","FY 2023 Expanding COVID-19 Vaccination (H8G)","CARLINVILLE","IL","62626-1075","Macoupin","IL13","2023","$124,411"
"Maine Mobile Health Program, Inc","H8FCS41482","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Augusta","ME","04330-7451","Kennebec","ME-01","2021","$926,125"
"Maine Mobile Health Program, Inc","C8ECS44574","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Augusta","ME","04330-7451","Kennebec","ME-01","2021","$513,123"
"Maine Mobile Health Program, Inc","H8GCS47867","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Augusta","ME","04330-7451","Kennebec","ME-02","2023","$27,500"
"Maine Mobile Health Program, Inc","H8GCS47867","FY 2023 Expanding COVID-19 Vaccination (H8G)","AUGUSTA","ME","04330-7451","Kennebec","ME01","2023","$55,048"
"Maine Mobile Health Program, Inc","H8CCS34410","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Augusta","ME","04330-7451","Kennebec","ME-01","2020","$53,809"
"Maine Mobile Health Program, Inc","H8DCS36306","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Augusta","ME","04330-7451","Kennebec","ME-01","2020","$553,700"
"Maine Mobile Health Program, Inc","H8FCS41482","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Augusta","ME","04330-7451","Kennebec","ME01","2022","$65,500"
"Maine Mobile Health Program, Inc","H8ECS37741","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Augusta","ME","04330-7451","Kennebec","ME-01","2020","$116,224"
"Maine Mobile Health Program, Inc","H8LCS51372","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Augusta","ME","04330-7451","Kennebec","ME-02","2023","$18,896"
"Maine Primary Care Association","HQCCS41870","FY 2021 American Rescue Plan Funding for Health Center Controlled Networks (HQC)","Augusta","ME","04330-5505","Kennebec","ME-01","2021","$162,500"
"Maine Primary Care Association","U5FCS41829","FY 2021 American Rescue Plan Funding for State and Regional Primary Care Associations (U5F)","Augusta","ME","04330-5505","Kennebec","ME-01","2021","$280,896"
"Mainline Health Systems Inc","H8FCS41467","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Portland","AR","71663-9230","Ashley","AR-04","2021","$3,087,000"
"Mainline Health Systems Inc","H8FCS41467","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Portland","AR","71663-9230","Ashley","AR04","2022","$65,500"
"Mainline Health Systems Inc","H8GCS48143","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Portland","AR","71663-9230","Ashley","AR-04","2023","$27,500"
"Mainline Health Systems Inc","H8GCS48143","FY 2023 Expanding COVID-19 Vaccination (H8G)","PORTLAND","AR","71663-9230","Ashley","AR04","2023","$247,297"
"Mainline Health Systems Inc","H8DCS35415","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Portland","AR","71663-9230","Ashley","AR-04","2020","$784,805"
"Mainline Health Systems Inc","H8CCS34005","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Portland","AR","71663-9230","Ashley","AR-04","2020","$62,765"
"Mainline Health Systems Inc","H8ECS38653","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Portland","AR","71663-9230","Ashley","AR-04","2020","$339,499"
"Mainline Health Systems Inc","C8ECS44443","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Portland","AR","71663-9230","Ashley","AR-04","2021","$676,858"
"Mainline Health Systems Inc","H8LCS51162","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Portland","AR","71663-9230","Ashley","AR-04","2023","$38,935"
"Manchester, City Of","C8ECS44315","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Manchester","NH","03101-1356","Hillsborough","NH-01","2021","$260,000"
"Manchester, City Of","H8CCS34519","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Manchester","NH","03101-1356","Hillsborough","NH-01","2020","$52,447"
"Manchester, City Of","H8DCS36292","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Manchester","NH","03101-1356","Hillsborough","NH-01","2020","$541,415"
"Manchester, City Of","H8ECS38592","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Manchester","NH","03101-1356","Hillsborough","NH-01","2020","$120,709"
"Manchester, City Of","H8FCS40920","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Manchester","NH","03101-1356","Hillsborough","NH-01","2021","$778,750"
"MANCHESTER, CITY OF","H8GCS48170","FY 2023 Expanding COVID-19 Vaccination (H8G)","MANCHESTER","NH","03101-1356","Hillsborough","NH01","2023","$59,395"
"MANCHESTER, CITY OF","H8FCS40920","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Manchester","NH","03101-1356","Hillsborough","NH01","2022","$65,500"
"Manet Community Health Center Incorporated","H8GCS47943","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Quincy","MA","02171-2122","Norfolk","MA-08","2023","$27,500"
"Manet Community Health Center Incorporated","H8LCS51319","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Quincy","MA","02171-2122","Norfolk","MA-08","2023","$16,567"
"Manet Community Health Center, Incorporated","H8GCS47943","FY 2023 Expanding COVID-19 Vaccination (H8G)","Quincy","MA","02171-2122","Norfolk","MA08","2023","$230,098"
"Manet Community Health Center, Incorporated","C8ECS44774","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Quincy","MA","02171-2122","Norfolk","MA-08","2021","$692,962"
"Manet Community Health Center, Incorporated","H8CCS34357","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Quincy","MA","02171-2122","Norfolk","MA-08","2020","$59,774"
"Manet Community Health Center, Incorporated","H8FCS40498","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Quincy","MA","02171-2122","Norfolk","MA08","2022","$65,500"
"Manet Community Health Center, Incorporated","H8DCS35460","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Quincy","MA","02171-2122","Norfolk","MA-08","2020","$767,540"
"Manet Community Health Center, Incorporated","H8ECS38114","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Quincy","MA","02171-2122","Norfolk","MA-08","2020","$361,459"
"Manet Community Health Center, Incorporated","H8FCS40498","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Quincy","MA","02171-2122","Norfolk","MA-08","2021","$2,807,500"
"Maniilaq Association","H8LCS50730","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Kotzebue","AK","99752","Northwest Arctic","AK-00","2023","$23,957"
"Maniilaq Association","H8DCS35372","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Kotzebue","AK","99752","Northwest Arctic","AK-00","2020","$633,050"
"Maniilaq Association","H8GCS48180","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Kotzebue","AK","99752","Northwest Arctic","AK-00","2023","$27,500"
"Maniilaq Association","H8FCS41246","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Kotzebue","AK","99752","Northwest Arctic","AK00","2022","$65,500"
"Maniilaq Association","H8GCS48180","FY 2023 Expanding COVID-19 Vaccination (H8G)","Kotzebue","AK","99752","Northwest Arctic","AK00","2023","$120,370"
"Maniilaq Association","H8CCS33984","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Kotzebue","AK","99752","Northwest Arctic","AK-00","2020","$55,225"
"Maniilaq Association","H8ECS38835","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Kotzebue","AK","99752","Northwest Arctic","AK-00","2020","$220,459"
"Maniilaq Association","C8ECS43737","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Kotzebue","AK","99752","Northwest Arctic","AK-00","2021","$589,562"
"Maniilaq Association","H8FCS41246","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Kotzebue","AK","99752","Northwest Arctic","AK-00","2021","$2,072,750"
"Mantachie Rural Health Care Inc","C8ECS44581","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Mantachie","MS","38855-7632","Itawamba","MS-01","2021","$543,945"
"Mantachie Rural Health Care Inc","H8CCS34848","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Mantachie","MS","38855-7632","Itawamba","MS-01","2020","$55,515"
"Mantachie Rural Health Care Inc","H8FCS41715","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Mantachie","MS","38855-7632","Itawamba","MS01","2022","$65,500"
"Mantachie Rural Health Care Inc","H8GCS48167","FY 2023 Expanding COVID-19 Vaccination (H8G)","Mantachie","MS","38855-7632","Itawamba","MS01","2023","$83,128"
"Mantachie Rural Health Care Inc","H8DCS36077","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Mantachie","MS","38855-7632","Itawamba","MS-01","2020","$594,320"
"Mantachie Rural Health Care Inc","H8ECS38682","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Mantachie","MS","38855-7632","Itawamba","MS-01","2020","$158,254"
"Mantachie Rural Health Care Inc","H8FCS41715","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Mantachie","MS","38855-7632","Itawamba","MS-01","2021","$1,387,125"
"Mantachie Rural Health Care Inc.","H8LCS51351","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Mantachie","MS","38855-7632","Itawamba","MS-01","2023","$26,494"
"Maple City Health Care Center, Inc.","H8GCS48038","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Goshen","IN","46528-2956","Elkhart","IN-02","2023","$27,500"
"Maple City Health Care Center, Inc.","H8GCS48038","FY 2023 Expanding COVID-19 Vaccination (H8G)","Goshen","IN","46528-2956","Elkhart","IN02","2023","$102,775"
